"","date","chl_dm","chl_sd"
"68",2024-04-06,3.58623385528723,0.752144023159962
"69",2024-04-07,3.58623385528723,0.752144023159962
"70",2024-04-08,3.88535428444544,0.913470561763041
"71",2024-04-09,3.88487645983696,0.899644291761833
"72",2024-04-10,3.88487645983696,0.899644291761833
"73",2024-04-11,3.88487645983696,0.899644291761833
"74",2024-04-12,3.64968718240658,1.06940510433908
"75",2024-04-13,5.07666211326917,0.256003846791198
"76",2024-04-14,5.07666211326917,0.256003846791198
"77",2024-04-15,5.09575509826342,0.378222921289184
"78",2024-04-16,4.58405994971593,0.295581166623987
"79",2024-04-17,4.25216310520967,0.25481612197036
"80",2024-04-18,4.11667710244656,0.218505181442649
"81",2024-04-19,3.9929567505916,0.199569254984836
"82",2024-04-21,3.54223618805408,0.231897256074567
"83",2024-04-22,3.64912755787373,0.210349225757249
"84",2024-04-23,3.38675740758578,0.148680424056831
"85",2024-04-24,3.47482068240643,0.176016252110702
"86",2024-04-25,3.44901261329651,0.342529709221749
"87",2024-04-26,3.00877796212832,0.27693611923571
"88",2024-04-27,2.93210852543513,0.363655515003787
"89",2024-04-28,2.93012127180894,0.367556682288593
"90",2024-04-29,2.88436256249746,0.411242103608157
"91",2024-04-30,1.98932616015275,0.415481339989328
"92",2024-05-01,2.26564257840315,0.312673687784418
"93",2024-05-02,2.21705014705658,0.202953387627836
"94",2024-05-03,2.30373012224833,0.174508658302253
"95",2024-05-04,2.38014291723569,0.199325161539882
"96",2024-05-05,2.38014291723569,0.199325161539882
"97",2024-05-06,2.35232165753841,0.210868240238701
"98",2024-05-07,2.22618882109721,0.284189422882543
"99",2024-05-08,2.24098848650853,0.26867382675919
"100",2024-05-09,2.06623566399018,0.206351068409319
"101",2024-05-10,2.04576791524887,0.193057480847406
"102",2024-05-11,2.21607182025909,0.201357240439986
"103",2024-05-12,2.25481482446194,0.261613872684925
"104",2024-05-13,2.25481482446194,0.261613872684925
"105",2024-05-14,2.27908834765355,0.255866631504837
"106",2024-05-15,2.46756652891636,0.139396014086549
"107",2024-05-16,2.53596397340298,0.251162062303353
"108",2024-05-17,2.58781348715226,0.331568702079209
"109",2024-05-18,2.59518214116494,0.389765555489692
"110",2024-05-20,2.32850824151419,0.659578407361648
"111",2024-05-21,2.96131802598635,0.498314892009297
"112",2024-05-22,3.09958894054095,0.351760426240232
"113",2024-05-23,3.09958894054095,0.351760426240232
"114",2024-05-24,3.10783456067244,0.317059581063844
"115",2024-05-25,3.14301714797815,0.342495666854832
"116",2024-05-26,3.5611984560887,0.348874395849693
"117",2024-05-27,3.5611984560887,0.348874395849693
"118",2024-05-28,3.5611984560887,0.348874395849693
"119",2024-05-29,3.37086346149445,0.44933482328171
"120",2024-06-06,4.36693716655343,0.336707020171685
"121",2024-06-07,3.66287225087484,0.212894324447757
"122",2024-06-08,3.30328678190708,0.35367472746129
"123",2024-06-09,3.30328678190708,0.35367472746129
"124",2024-06-10,3.30328678190708,0.35367472746129
"125",2024-06-11,3.30328678190708,0.35367472746129
"126",2024-06-12,3.29942480027676,0.298570806394357
"127",2024-06-13,3.25540723502636,0.266678210492494
"128",2024-06-14,2.96987774173419,0.351637318932939
"129",2024-06-15,2.52524800101916,0.297548961901792
"130",2024-06-16,2.2192074055473,0.285858318728521
"131",2024-06-18,2.21227755248547,0.295413019871703
"132",2024-06-19,2.21227755248547,0.295413019871703
"133",2024-06-20,1.99593283236027,0.282008261190415
"134",2024-06-21,1.52368536517024,0.431060335155187
"135",2024-06-22,1.52368536517024,0.431060335155187
"136",2024-06-23,1.70809725176395,0.584808880524837
"137",2024-06-28,2.26881140718857,0.486115622864233
"138",2024-06-29,2.26881140718857,0.486115622864233
"139",2024-06-30,2.26881140718857,0.486115622864233
"140",2024-07-01,1.77804700930913,0.372113140832065
"141",2024-07-02,1.74151645153761,0.23865792514985
"142",2024-07-03,1.98064788778623,0.151239658946795
"143",2024-07-04,2.25723200639089,0.1427297648534
"144",2024-07-05,2.42636664708455,0.129862477172334
"145",2024-07-06,2.69353363017241,0.151682362017497
"146",2024-07-07,2.79881974856059,0.133277253878302
"147",2024-07-08,2.85875779688358,0.129807548520496
"148",2024-07-09,3.11532395283381,0.151284653951151
"149",2024-07-10,3.10877792437871,0.148225271362151
"150",2024-07-11,3.09271032810211,0.146942424351895
"151",2024-07-12,3.02567323644956,0.118252183433644
"152",2024-07-13,3.04152433176835,0.121831058922755
"153",2024-07-14,2.95048094491164,0.105716806046364
"154",2024-07-15,2.87390101850033,0.112166048029858
"155",2024-07-16,2.75746506750584,0.138844943953948
"156",2024-07-18,2.6915114869674,0.13480361422187
"157",2024-07-19,2.62129279673099,0.145486942060189
"158",2024-07-20,2.61727197269599,0.16060617600985
"159",2024-07-21,2.49054164687792,0.171378352754494
"160",2024-07-22,2.38613241861264,0.198746363737724
"161",2024-07-23,2.24732589473327,0.216745087870108
"162",2024-07-25,2.2448896497488,0.183479286438017
"163",2024-07-26,1.70199534793695,0.251669246600145
"164",2024-07-28,1.59560930281877,0.306479321786945
"165",2024-07-29,1.59560930281877,0.306479321786945
"166",2024-07-30,1.59560930281877,0.306479321786945
"167",2024-08-02,1.62256207217773,0.11799508023214
"168",2024-08-03,2.20284535537163,0.111060556235362
"169",2024-08-04,2.20284535537163,0.111060556235362
"170",2024-08-05,2.12175548324982,0.0767156771224258
"171",2024-08-06,2.12175548324982,0.0767156771224258
"172",2024-08-07,2.12175548324982,0.0767156771224258
"173",2024-08-08,2.10851056377093,0.0986010225953248
"174",2024-08-09,2.10851056377093,0.0986010225953248
"175",2024-08-10,2.05463442405065,0.0982186486790178
"176",2024-08-11,1.99371148198843,0.167265782286764
"177",2024-08-12,1.99371148198843,0.167265782286764
"178",2024-08-16,0.947416129459938,0.225594831304123
"179",2024-08-17,1.20954233134786,0.119098222455045
"180",2024-08-18,1.30802756051222,0.0903690228876311
"181",2024-08-19,1.30802756051222,0.0903690228876311
"182",2024-08-20,1.30802756051222,0.0903690228876311
"183",2024-08-21,1.36563925196727,0.135207324216486
"184",2024-08-22,1.52408554603656,0.0995820784053026
"185",2024-08-23,1.52632276316484,0.0975800581149841
"186",2024-08-24,1.70777182877064,0.112986635600952
"187",2024-08-25,1.81562427083651,0.167458678138684
"188",2024-08-26,1.97612486630678,0.218601198059776
"189",2024-08-27,2.3644707813859,0.443346924674679
"190",2024-08-28,2.92456094225248,0.417645969035299
"191",2024-08-29,3.20776469310125,0.268915931415303
"192",2024-09-01,3.6399281591177,0.355692195253131
"193",2024-09-02,3.6399281591177,0.355692195253131
"194",2024-09-03,3.52568986614545,0.286318358023689
"195",2024-09-04,3.65930196841558,0.24772047584483
"196",2024-09-05,3.58173932631811,0.246399779074121
"197",2024-09-06,3.5099933107694,0.238360896936544
"198",2024-09-07,3.79272367358208,0.192378636344656
"199",2024-09-08,3.79272367358208,0.192378636344656
"200",2024-09-09,3.65404303073883,0.3034792268473
"201",2024-09-10,3.65404303073883,0.3034792268473
"202",2024-09-11,3.68733302056789,0.330327272819618
"203",2024-09-12,3.60693421463172,0.358874772485273
"204",2024-09-13,3.55386458039284,0.399754082182193
"205",2024-09-14,3.63078223268191,0.473240779974346
"206",2024-09-15,3.1292924751838,0.509028827241899
"207",2024-09-16,2.99546736180782,0.506509649242708
"208",2024-09-17,3.00668145318826,0.445868837637228
"209",2024-09-18,3.17796214918296,0.34935701531365
"210",2024-09-19,3.1096943885088,0.376004362973484
"211",2024-09-20,3.11737199624379,0.37384718562549
"212",2024-09-21,3.11737199624379,0.37384718562549
"213",2024-09-22,3.11737199624379,0.37384718562549
"214",2024-09-23,3.16252068281174,0.461839222895736
"215",2024-09-24,3.81328747371833,0.445701064649511
"216",2024-09-25,3.74788642724355,0.507002513984805
"217",2024-09-28,2.82864479695757,0.842894799969053
"218",2024-09-29,2.85358180676897,0.832566716450171
"219",2024-09-30,2.85358180676897,0.832566716450171
"220",2024-10-01,4.48311834906538,2.07821466102828
"221",2024-10-02,4.48311834906538,2.07821466102828
"222",2024-10-03,4.5025688432157,2.16842003065381
"223",2024-10-04,4.42857100193699,2.20051992177159
"224",2024-10-05,4.09671320567528,2.8517244044098
"225",2024-10-10,5.81484051851126,1.31379236475416
"226",2024-10-11,5.72706551837106,1.41128798815715
"227",2024-10-12,5.8938808624561,1.2360050851218
"228",2024-10-13,5.8938808624561,1.2360050851218
"229",2024-10-14,6.25212169800127,1.60142042249598
"230",2024-10-15,6.04029101158496,1.67640093569994
"231",2024-10-16,5.77814548729844,1.89125195084267
"232",2024-10-17,5.77814548729844,1.89125195084267
"233",2024-10-26,5.06782967497905,1.75351881246783
"234",2024-10-27,4.5740460023284,1.56026195176498
"235",2024-10-28,4.6911941871047,1.30351199888705
"236",2024-10-29,4.29137365917365,1.36716645332888
"237",2024-10-30,5.17493519037962,1.60026331948972
"238",2024-10-31,5.17493519037962,1.60026331948972
"239",2024-11-01,5.17493519037962,1.60026331948972
"240",2024-11-02,5.17493519037962,1.60026331948972
"241",2024-11-25,7.79668370630946,1.71202587807614
"242",2024-11-26,7.79668370630946,1.71202587807614
"243",2024-11-27,7.79668370630946,1.71202587807614
"244",2024-11-28,7.79668370630946,1.71202587807614
"245",2024-11-29,7.79668370630946,1.71202587807614
"246",2024-11-30,7.79668370630946,1.71202587807614
"247",2024-12-01,7.79668370630946,1.71202587807614
