action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,source,lat,long,collection_method,line_out_depth,pressure_transducer_depth,acidified,acidification_method,volume,part,screen_size,collected,preserved,analyzed,lab_technician,filter_portion,project_specific_id,hakai_id,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,total_beam_n,ug_n,per_n,delta_air,corr_delta15n,total_beam_c,ug_c,per_c,delta_pdb,corr_delta13c,c_n,analyzing_lab,c_flag,n_flag,c_n_flag,row_flag,quality_level,comments,quality_log
,7299,1,2013-05-29,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-05-29T16:26:00.000Z,2013-05-29T07:00:00.000Z,,,1,1033,CF1033,126.4,150.1,,,,261.385727823879,,,5.97870646535875,,1645.34965956802,,,-20.9940324197089,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7341,1,2013-06-08,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-06-08T16:45:00.000Z,2013-06-08T07:00:00.000Z,,,1,3,CF3,111.65,138.3,,,,46.0298040135679,,,5.80296634730891,,248.212657560222,,,-20.2112399058139,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7353,1,2013-06-19,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-06-19T16:18:00.000Z,2013-06-19T07:00:00.000Z,,,1,1240,CF1240,124.1,149.5,,,,121.405084617992,,,5.51591764074456,,544.479013660177,,,-20.2909366481434,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7368,1,2013-06-29,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-06-29T17:10:00.000Z,2013-06-29T07:00:00.000Z,,,1,53,CF53,123.96,147.1,,,,96.3119494085827,,,6.67809341369692,,532.869895768996,,,-20.0200903627724,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7386,1,2013-07-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-07-10T16:40:00.000Z,2013-07-10T07:00:00.000Z,,,1,1266,CF1266,135.7,164,,,,218.773963436037,,,7.00738908914297,,1190.41939825557,,,-19.5749909199119,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7443,1,2013-07-19,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-07-19T20:58:00.000Z,2013-07-19T07:00:00.000Z,,,1,1319,CF1319,125.5,152.6,,,,169.31488242744,,,7.23106766472466,,1151.85779221238,,,-19.0366686580844,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7521,1,2013-07-31,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-07-31T17:24:00.000Z,2013-07-31T07:00:00.000Z,,,1,1438,CF1438,124.2,148.8,,,,123.139106445181,,,8.10066821097639,,840.699022500811,,,-21.1858358079604,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7542,1,2013-08-10,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-08-10T16:45:00.000Z,2013-08-10T07:00:00.000Z,,,1,1499,CF1499,126.2,147.5,,,,55.7774246145087,,,5.87678580143674,,289.710412833425,,,-21.217364725566,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7569,1,2013-08-22,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-08-22T16:45:00.000Z,2013-08-22T07:00:00.000Z,,,1,1488,CF1488,129.5,153.4,,,,,,,,,,,,,,,,,,Collected,Raw,,
,7581,1,2013-08-31,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-08-31T16:45:00.000Z,2013-08-31T07:00:00.000Z,,,1,1916,CF1916,122.4,144.1,,,,140.689013685834,,,7.02553483632539,,838.52079291342,,,-19.8836128852552,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7593,1,2013-09-11,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2013-09-11T16:36:00.000Z,2013-09-11T07:00:00.000Z,,,1,1976,CF1976,122.9,150.9,,,,,,,,,,,,,,,,,,Collected,Raw,,1: This sample sent is actually 1976; no record number of filter 1076 exsists. 1976 was found among samples from similar date/survey. Weights before and after are for 1976. Potental mix up with 1577/1572. 20140305 found sample in zooplankton samples numbered 1076
,7602,1,2013-09-25,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2013-09-25T17:00:00.000Z,2013-09-25T07:00:00.000Z,,,1,1524,CF1524,129.2,149.7,,,,24.9125784985114,,,6.43445069920206,,145.50765265788,,,-20.2350626659394,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7617,1,2013-10-17,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,4000,,,2013-10-17T16:35:00.000Z,2013-10-17T07:00:00.000Z,,,1,2001,CF2001,129.6,149.9,,,,,,,,,,,,,,,,,,Collected,Raw,,
,7626,1,2013-11-07,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,4000,,,2013-11-07T16:45:00.000Z,2013-11-07T08:00:00.000Z,,,1,M125,CX125,,,,,,40.1294967441387,,,7.51591423090182,,238.003940999404,,,-23.687942751565,,UCDAVISSIF,,,,Results,Technician,,1: Sample water collected in two separate containers. One container for each filter. Sample water was not homoginized2: Results checked by RP.
,7635,1,2013-11-28,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,4000,,,2013-11-28T17:05:00.000Z,2013-11-28T08:00:00.000Z,,,1,2028,CF2028,130.4,153.8,,,,22.806626318422,,,5.5000337714898,,143.191677490498,,,-23.3069125418439,,UCDAVISSIF,,,,Results,Technician,,1: Sample water collected in two separate containers. One container for each filter. Sample water was not homoginized2: Results checked by RP.
,7650,1,2014-01-08,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2014-01-08T18:57:00.000Z,2014-01-08T08:00:00.000Z,,,1,2037,CF2037,129.4,150,,,,13.5810756121068,,,4.78698452121052,,92.8613661006848,,,-24.80139965387,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: Sample water collected in two separate containers. One container for each filter. Sample water was not homoginized2: C:Precision decreases for samples containing less than 100ugC. N:Precision decreases for samples containing less than 20ugN.3: Results checked by RP.
,7659,1,2014-01-30,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2014-01-30T17:30:00.000Z,2014-01-30T21:30:00.000Z,,,1,M229,CX229,,,,,,18.1547382336996,,,5.95951497755096,,129.969240166611,,,-26.942288043661,,UCDAVISSIF,,SVC,,Results,Technician,,1: N:Precision decreases for samples containing less than 20ugN.2: Results checked by RP.
,7668,1,2014-02-20,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,true,,2000,,,2014-02-20T17:50:00.000Z,2014-02-20T21:50:00.000Z,,,1,2050,CF2050,123.9,145.6,,,,78.2995538526612,,,6.69066061147336,,583.338832481468,,,-20.5849578031168,,UCDAVISSIF,,,,Results,Technician,,1: Started to use YSI for marine surface POMs; Joint surface POMs and DO13C filtraion in the lab. This was doneon the 19th and 20th- See proceedures in the Oceanography folder on the drive2: Results checked by RP.
,7668,1,2014-02-20,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2014-02-20T17:50:00.000Z,2014-02-20T21:50:00.000Z,,,1,2074,CF2074,124.1,145.2,,,,16.0220927799104,,,4.4381828247355,,91.5654745044847,,,-25.1843157545876,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: Started to use YSI for marine surface POMs; Joint surface POMs and DO13C filtraion in the lab. This was doneon the 19th and 20th- See proceedures in the Oceanography folder on the drive2: C:Precision decreases for samples containing less than 100ugC. N:Precision decreases for samples containing less than 20ugN.3: Results checked by RP.
,7668,1,2014-02-20,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,2000,,,2014-02-20T17:50:00.000Z,2014-02-20T21:50:00.000Z,,,1,2096,CF2096,131.5,154.5,,,,17.3603360409046,,,5.31931760392191,,128.912326584776,,,-25.5154601514716,,UCDAVISSIF,,SVC,,Results,Technician,,1: Started to use YSI for marine surface POMs; Joint surface POMs and DO13C filtraion in the lab. This was doneon the 19th and 20th- See proceedures in the Oceanography folder on the drive2: N:Precision decreases for samples containing less than 20ugN.3: Results checked by RP.
,7677,1,2014-03-12,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2014-03-12T16:36:00.000Z,2014-03-12T20:45:00.000Z,,,1,2085,CF2085,130.3,153.2,,,,11.0845784030859,,,5.75011380630949,,72.4590876523328,,,-24.3963575762007,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: C:Precision decreases for samples containing less than 100ugC. N:Precision decreases for samples containing less than 20ugN.2: hose clip fell in the pom bucket; YSI has not been set for daylight savings3: Results checked by RP.
,7677,1,2014-03-12,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,3000,,,2014-03-12T16:36:00.000Z,2014-03-12T20:45:00.000Z,,,1,2086,CF2086,123.3,148.4,,,,189.107007422678,,,8.811927433427,,1156.15377737863,,,-23.5229142274875,,UCDAVISSIF,,,,Results,Technician,,1: hose clip fell in the pom bucket; YSI has not been set for daylight savings2: Results checked by RP.
,7728,1,2014-03-19,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,3000,,,2014-03-19T17:22:00.000Z,2014-03-19T20:40:00.000Z,,,1,2204,CF2204,129.5,149.3,,,,25.0019942125442,,,4.41893820970722,,191.925274423156,,,-24.7614647186997,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7728,1,2014-03-19,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2014-03-19T17:22:00.000Z,2014-03-19T20:40:00.000Z,,,1,2225,CF2225,124.7,145.2,,,,22.8397725224172,,,3.90589232494387,,133.001674733519,,,-24.8025780152744,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7740,1,2014-03-26,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,3000,,,2014-03-26T17:20:00.000Z,2014-03-26T20:20:00.000Z,,,1,2182,CF2182,122.9,142.5,,,,65.9935317149772,,,3.9553885081798,,325.974109551314,,,-26.1316408810087,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7740,1,2014-03-26,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2014-03-26T17:20:00.000Z,2014-03-26T20:20:00.000Z,,,1,2183,CF2183,123.4,144.7,,,,62.5710426018857,,,3.4060517562661,,307.682563988832,,,-26.3461017394548,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7791,1,2014-04-01,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,3000,,,2014-04-01T17:29:00.000Z,2014-04-01T20:50:00.000Z,,,1,2415,CF2415,123.4,146.7,,,,60.4785969064979,,,4.26421298099233,,327.462856321021,,,-26.3281708571689,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7791,1,2014-04-01,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2014-04-01T17:29:00.000Z,2014-04-01T20:50:00.000Z,,,1,2416,CF2416,129.6,152.6,,,,62.6522951088694,,,4.03362180942216,,302.748992597551,,,-26.2730050598407,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7842,1,2014-04-07,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2014-04-07T16:56:00.000Z,2014-04-07T19:30:00.000Z,,,1,2260,CF2260,123.9,147.9,,,,63.1258078033918,,,5.7414406647198,,305.674304181795,,,-24.0933604860688,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7842,1,2014-04-07,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,3000,,,2014-04-07T16:56:00.000Z,2014-04-07T19:30:00.000Z,,,1,2261,CF2261,128.5,152.8,,,,35.4209374901803,,,5.05096966775852,,196.125474035157,,,-23.5763149756423,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,25758,1,2014-04-21,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,3000,,,2014-04-21T17:28:00.000Z,2014-04-21T23:20:00.000Z,,,1,2324,CF2324,125.1,148.3,,,,20.4165598157435,,,2.60365169996392,,121.014942969631,,,-23.2553876606544,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,25758,1,2014-04-21,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,3000,,,2014-04-21T17:28:00.000Z,2014-04-21T23:20:00.000Z,,,1,2325,CF2325,123.8,145.8,,,,20.6205515352324,,,3.48155844196105,,122.051923531631,,,-23.2046012500565,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,5825,1,2014-04-28,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,1250,,,2014-04-28T16:25:55.000Z,2014-04-28T16:25:58.000Z,,,1,2568,CF2568,36.4,146.5,,,,25.9290498260878,,,5.76810242066886,,146.470502709737,,,-23.0325758486965,,UCDAVISSIF,,,,Results,Technician,,1: Colleen Kellogg has requested that all POM samples from this date be acidified. Not replicates were collected for this depth. Posible filter split?2: Results checked by RP.
,5825,1,2014-04-28,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,2000,,,2014-04-28T16:25:55.000Z,2014-04-28T16:25:58.000Z,,,1,2878,CF2878,122.9,146.2,,,,34.7115844853505,,,6.29270634739697,,194.083555319526,,,-22.9361255021786,,UCDAVISSIF,,,,Results,Technician,,1: Colleen Kellogg has requested that all POM samples from this date be acidified. Not replicates were collected for this depth. Posible filter split?2: Results checked by RP.
,5825,1,2014-04-28,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,100,,true,,2500,,,2014-04-28T16:25:55.000Z,2014-04-28T16:25:58.000Z,,,1,M507,CX507,,,,,,17.3128271184488,,,4.9219399058244,,58.1206764462428,,,-23.5606584421022,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: C:Precision decreases for samples containing less than 100ugC. N:Precision decreases for samples containing less than 20ugN.2: Results checked by RP.
,5825,1,2014-04-28,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,150,,true,,2500,,,2014-04-28T16:25:55.000Z,2014-04-28T16:25:58.000Z,,,1,M508,CX508,,,,,,12.8625455296069,,,5.94733922399185,,54.8113706009017,,,-23.225023734497,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: C:Precision decreases for samples containing less than 100ugC. N:Precision decreases for samples containing less than 20ugN.2: Results checked by RP.
,5825,1,2014-04-28,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,50,,true,,2000,,,2014-04-28T16:25:55.000Z,2014-04-28T16:25:58.000Z,,,1,M509,CX509,,,,,,18.6583949756459,,,3.88157315771547,,82.0307373927678,,,-24.3134709214993,,UCDAVISSIF,SVC,SVC,,Results,Technician,,1: C:Precision decreases for samples containing less than 100ugC. N:Precision decreases for samples containing less than 20ugN.2: Results checked by RP.
,5825,1,2014-04-28,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,200,,true,,1650,,,2014-04-28T16:25:55.000Z,2014-04-28T16:25:58.000Z,,,1,M510,CX510,,,,,,3.11301015875582,,,2.24768920099883,,67.3420943114299,,,-33.363894052641,,UCDAVISSIF,SVC,SVD,,Results,Technician,,1: C:Precision decreases for samples containing less than 100ugC. N:Too small.2: Results checked by RP.
,5825,1,2014-04-28,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,30,,true,,1800,,,2014-04-28T16:25:55.000Z,2014-04-28T16:25:58.000Z,,,1,M511,CX511,,,,,,31.8868227121855,,,4.82063643155779,,122.852201407736,,,-22.0042254231297,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7978,1,2014-05-07,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,2000,,,2014-05-07T17:23:17.000Z,2014-05-07T22:53:04.000Z,,,1,2680,CF2680,133.4,159.9,,,,143.881029700997,,,4.73927896806419,,706.189908637674,,,-23.658658013601,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,7978,1,2014-05-07,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2014-05-07T17:23:17.000Z,2014-05-07T22:53:04.000Z,,,1,2681,CF2681,133.5,160.1,,,,103.040612770608,,,4.45858770632154,,511.518711874144,,,-23.397071103082,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,8027,1,2014-05-12,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,1800,,,2014-05-12T16:54:23.000Z,2014-05-12T21:48:19.000Z,,,1,3229,CF3229,132.8,161.9,,,,80.77973169532395,,,7.19784849798548,,539.846690996694,,,-19.93918949358765,,UCDAVISSIF,,,,Results,Raw,,1: Results checked by RP.
,8027,1,2014-05-12,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,1900,,,2014-05-12T16:54:23.000Z,2014-05-12T21:48:19.000Z,,,1,3258,CF3258,131.6,,,,,118.005024577041,,,7.42839121606572,,669.340192492345,,,-19.4182978406101,,UCDAVISSIF,,,,Results,Technician,,1: Results checked by RP.
,8027,2,2014-05-12,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,1900,,,2014-05-12T16:54:23.000Z,2014-05-12T21:48:19.000Z,,Bryn,1,3265,CF3265,131.8,158.3,,,2.49e-7,37.34,,6.26,6.8,4.46e-7,201.2,,-19.76,-19.17,5.39,ISOENV,,,,Collected,Raw,,
,8027,2,2014-05-12,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,1800,,,2014-05-12T16:54:23.000Z,2014-05-12T21:48:19.000Z,,Bryn,1,3266,CF3266,132.5,158.6,,,2.2e-7,13.42,,5.93,6.55,4.84e-7,88.43,,-20.26,-19.68,6.59,ISOENV,,,,Collected,Raw,,
,8075,1,2014-05-19,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2014-05-19T16:45:49.000Z,2014-05-19T22:48:36.000Z,,,1,3237,CF3237,131.3,162.7,,,3.58e-7,11.59,,6.58,6.87,9.05e-7,88.2,,-19.02,-18.49,7.61,ISOENV,SVC,,,Collected,Raw,,1: C content low/high; precision reduced - use with caution
,8075,1,2014-05-19,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,2000,,,2014-05-19T16:45:49.000Z,2014-05-19T22:48:36.000Z,,,1,3238,CF3238,133.3,,,,1.91e-7,58.56,,6.54,7.09,4.6e-7,441.6,,-19.62,-19.11,7.54,ISOENV,,,,Collected,Raw,,
,8096,1,2014-05-30,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2014-05-30T16:43:17.000Z,2014-05-30T20:18:49.000Z,,,1,3063,CF3063,131.3,156.7,,,,151.51974040499903,,,6.889126686181137,,978.0782064958474,,,-18.746356509223286,,UCDAVISSIF,,,,Results,Raw,,1: Replicated by mistake2: Results checked by RP.
,8096,2,2014-05-30,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,5,,,,2000,,,2014-05-30T16:43:17.000Z,2014-05-30T20:18:49.000Z,,,1,3064,CF3064,130.2,153.3,,,2.16e-7,67.02,,6.95,7.46,4.11e-7,398,,-19.61,-19.08,5.94,ISOENV,,,,Collected,Raw,,1: Replicated by mistake
,8096,1,2014-05-30,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,1850,,,2014-05-30T16:43:17.000Z,2014-05-30T20:18:49.000Z,,,1,3065,CF3065,131.4,151.6,,,1.25e-7,11.68,,6.15,7.11,2.99e-7,83.92,,-20.07,-19.47,7.18,ISOENV,,,,Collected,Raw,,1: Replicated by mistake
,8096,2,2014-05-30,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,1850,,,2014-05-30T16:43:17.000Z,2014-05-30T20:18:49.000Z,,,1,3066,CF3066,131.1,151.7,,,,79.56098694547644,,,6.976911445029409,,608.4592807381446,,,-19.81925584269274,,UCDAVISSIF,,,,Results,Raw,,1: Replicated by mistake2: Results checked by RP.
,8171,1,2014-06-09,CALVERT,HAKAI,OCEANOGRAPHY,KWAK,1,KC10,M,51.6505000000001,-127.9516,,0,,,,2000,,,2014-06-09T17:01:29.000Z,2014-06-09T20:29:58.000Z,,,1,3191,CF3191,132.3,160.7,,,2.3e-7,7.389,,6.87,7.3,4.6e-7,44.7,,-20.2,-19.59,6.05,ISOENV,,,,Collected,Raw,,
